################################################################################
#                                                                               #
#                                                                               #
#                                                                               #
#                         Fuel_Temp ; TAPS-3&4                                  #
#                    Alok Jha ; alokjha@npcil.co.in                             #
#                  NUCLEAR POWER CORPORATION OF INDIA                           #
#                                                                               #
#                                                                               #
#                                                                               #
################################################################################

 #Calculation of Temperature by Iteration: 
################################################################################
#Radius 		 #Temperature 
0.6252		300.343
0.6253		300.345
0.6254		300.347
0.6255		300.349
0.6256		300.352
0.6257		300.354
0.6258		300.356
0.6259		300.358
0.626		300.36
0.6261		300.363
0.6262		300.365
0.6263		300.367
0.6264		300.369
0.6265		300.371
0.6266		300.374
0.6267		300.376
0.6268		300.378
0.6269		300.38
0.627		300.382
0.6271		300.384
0.6272		300.387
0.6273		300.389
0.6274		300.391
0.6275		300.393
0.6276		300.395
0.6277		300.398
0.6278		300.4
0.6279		300.402
0.628		300.404
0.6281		300.406
0.6282		300.409
0.6283		300.411
0.6284		300.413
0.6285		300.415
0.6286		300.417
0.6287		300.419
0.6288		300.422
0.6289		300.424
0.629		300.426
0.6291		300.428
0.6292		300.43
0.6293		300.432
0.6294		300.435
0.6295		300.437
0.6296		300.439
0.6297		300.441
0.6298		300.443
0.6299		300.445
0.63		300.448
0.6301		300.45
0.6302		300.452
0.6303		300.454
0.6304		300.456
0.6305		300.458
0.6306		300.461
0.6307		300.463
0.6308		300.465
0.6309		300.467
0.631		300.469
0.6311		300.471
0.6312		300.474
0.6313		300.476
0.6314		300.478
0.6315		300.48
0.6316		300.482
0.6317		300.484
0.6318		300.487
0.6319		300.489
0.632		300.491
0.6321		300.493
0.6322		300.495
0.6323		300.497
0.6324		300.499
0.6325		300.502
0.6326		300.504
0.6327		300.506
0.6328		300.508
0.6329		300.51
0.633		300.512
0.6331		300.515
0.6332		300.517
0.6333		300.519
0.6334		300.521
0.6335		300.523
0.6336		300.525
0.6337		300.527
0.6338		300.53
0.6339		300.532
0.634		300.534
0.6341		300.536
0.6342		300.538
0.6343		300.54
0.6344		300.542
0.6345		300.545
0.6346		300.547
0.6347		300.549
0.6348		300.551
0.6349		300.553
0.635		300.555
0.6351		300.557
0.6352		300.559
0.6353		300.562
0.6354		300.564
0.6355		300.566
0.6356		300.568
0.6357		300.57
0.6358		300.572
0.6359		300.574
0.636		300.577
0.6361		300.579
0.6362		300.581
0.6363		300.583
0.6364		300.585
0.6365		300.587
0.6366		300.589
0.6367		300.591
0.6368		300.594
0.6369		300.596
0.637		300.598
0.6371		300.6
0.6372		300.602
0.6373		300.604
0.6374		300.606
0.6375		300.608
0.6376		300.61
0.6377		300.613
0.6378		300.615
0.6379		300.617
0.638		300.619
0.6381		300.621
0.6382		300.623
0.6383		300.625
0.6384		300.627
0.6385		300.629
0.6386		300.632
0.6387		300.634
0.6388		300.636
0.6389		300.638
0.639		300.64
0.6391		300.642
0.6392		300.644
0.6393		300.646
0.6394		300.648
0.6395		300.651
0.6396		300.653
0.6397		300.655
0.6398		300.657
0.6399		300.659
0.64		300.661
0.6401		300.663
0.6402		300.665
0.6403		300.667
0.6404		300.669
0.6405		300.672
0.6406		300.674
0.6407		300.676
0.6408		300.678
0.6409		300.68
0.641		300.682
0.6411		300.684
0.6412		300.686
0.6413		300.688
0.6414		300.69
0.6415		300.693
0.6416		300.695
0.6417		300.697
0.6418		300.699
0.6419		300.701
0.642		300.703
0.6421		300.705
0.6422		300.707
0.6423		300.709
0.6424		300.711
0.6425		300.713
0.6426		300.715
0.6427		300.718
0.6428		300.72
0.6429		300.722
0.643		300.724
0.6431		300.726
0.6432		300.728
0.6433		300.73
0.6434		300.732
0.6435		300.734
0.6436		300.736
0.6437		300.738
0.6438		300.74
0.6439		300.743
0.644		300.745
0.6441		300.747
0.6442		300.749
0.6443		300.751
0.6444		300.753
0.6445		300.755
0.6446		300.757
0.6447		300.759
0.6448		300.761
0.6449		300.763
0.645		300.765
0.6451		300.767
0.6452		300.769
0.6453		300.772
0.6454		300.774
0.6455		300.776
0.6456		300.778
0.6457		300.78
0.6458		300.782
0.6459		300.784
0.646		300.786
0.6461		300.788
0.6462		300.79
0.6463		300.792
0.6464		300.794
0.6465		300.796
0.6466		300.798
0.6467		300.8
0.6468		300.802
0.6469		300.804
0.647		300.807
0.6471		300.809
0.6472		300.811
0.6473		300.813
0.6474		300.815
0.6475		300.817
0.6476		300.819
0.6477		300.821
0.6478		300.823
0.6479		300.825
0.648		300.827
0.6481		300.829
0.6482		300.831
0.6483		300.833
0.6484		300.835
0.6485		300.837
0.6486		300.839
0.6487		300.841
0.6488		300.843
0.6489		300.845
0.649		300.848
0.6491		300.85
0.6492		300.852
0.6493		300.854
0.6494		300.856
0.6495		300.858
0.6496		300.86
0.6497		300.862
0.6498		300.864
0.6499		300.866
0.65		300.868
0.6501		300.87
0.6502		300.872
0.6503		300.874
0.6504		300.876
0.6505		300.878
0.6506		300.88
0.6507		300.882
0.6508		300.884
0.6509		300.886
0.651		300.888
0.6511		300.89
0.6512		300.892
0.6513		300.894
0.6514		300.896
0.6515		300.898
0.6516		300.9
0.6517		300.902
0.6518		300.904
0.6519		300.907
0.652		300.909
0.6521		300.911
0.6522		300.913
0.6523		300.915
0.6524		300.917
0.6525		300.919
0.6526		300.921
0.6527		300.923
0.6528		300.925
0.6529		300.927
0.653		300.929
0.6531		300.931
0.6532		300.933
0.6533		300.935
0.6534		300.937
0.6535		300.939
0.6536		300.941
0.6537		300.943
0.6538		300.945
0.6539		300.947
0.654		300.949
0.6541		300.951
0.6542		300.953
0.6543		300.955
0.6544		300.957
0.6545		300.959
0.6546		300.961
0.6547		300.963
0.6548		300.965
0.6549		300.967
0.655		300.969
0.6551		300.971
0.6552		300.973
0.6553		300.975
0.6554		300.977
0.6555		300.979
0.6556		300.981
0.6557		300.983
0.6558		300.985
0.6559		300.987
0.656		300.989
0.6561		300.991
0.6562		300.993
0.6563		300.995
0.6564		300.997
0.6565		300.999
0.6565 		 298.242 
 0.6665 		 298.284 
 0.6765 		 298.324 
 0.6865 		 298.363 
 0.6965 		 298.401 
 0.7065 		 298.438 
 0.7165 		 298.473 
 0.7265 		 298.508 
 0.7365 		 298.542 
 0.7465 		 298.575 
 0.7565 		 298.607 
 0.7665 		 298.638 
 0.7765 		 298.668 
 0.7865 		 298.698 
 0.7965 		 298.727 
 0.8065 		 298.755 
 0.8165 		 298.783 
 0.8265 		 298.809 
 0.8365 		 298.836 
 0.8465 		 298.861 
 0.8565 		 298.886 
 0.8665 		 298.911 
 0.8765 		 298.934 
 0.8865 		 298.958 
 0.8965 		 298.98 
 0.9065 		 299.003 
 0.9165 		 299.024 
 0.9265 		 299.046 
 0.9365 		 299.067 
 0.9465 		 299.087 
 0.9565 		 299.107 
 0.9665 		 299.127 
 0.9765 		 299.146 
 0.9865 		 299.165 
 0.9965 		 299.183 
 1.0065 		 299.201 
 1.0165 		 299.219 
 1.0265 		 299.236 
 1.0365 		 299.253 
 1.0465 		 299.27 
 1.0565 		 299.286 
 1.0665 		 299.302 
 1.0765 		 299.318 
 1.0865 		 299.333 
 1.0965 		 299.349 
 1.1065 		 299.364 
 1.1165 		 299.378 
 1.1265 		 299.393 
 1.1365 		 299.407 
 1.1465 		 299.421 
 1.1565 		 299.434 
 1.1665 		 299.448 
 1.1765 		 299.461 
 1.1865 		 299.474 
 1.1965 		 299.487 
 1.2065 		 299.499 
 1.2165 		 299.511 
 1.2265 		 299.524 
 1.2365 		 299.535 
 1.2465 		 299.547 
 1.2565 		 299.559 
 1.2665 		 299.57 
 1.2765 		 299.581 
 1.2865 		 299.592 
 1.2965 		 299.603 
 1.3065 		 299.614 
 1.3165 		 299.624 
 1.3265 		 299.635 
 1.3365 		 299.645 
 1.3465 		 299.655 
 1.3565 		 299.665 
 1.3665 		 299.675 
 1.3765 		 299.684 
 1.3865 		 299.694 
 1.3965 		 299.703 
 1.4065 		 299.712 
 1.4165 		 299.721 
 1.4265 		 299.73 
 1.4365 		 299.739 
 1.4465 		 299.748 
 1.4565 		 299.757 
 1.4665 		 299.765 
 1.4765 		 299.773 
 1.4865 		 299.782 
 1.4965 		 299.79 
 1.5065 		 299.798 
 1.5165 		 299.806 
 1.5265 		 299.814 
 1.5365 		 299.821 
 1.5465 		 299.829 
 1.5565 		 299.836 
 1.5665 		 299.844 
 1.5765 		 299.851 
 1.5865 		 299.858 
 1.5965 		 299.866 
 1.6065 		 299.873 
 1.6165 		 299.88 
 1.6265 		 299.886 
 1.6365 		 299.893 
 1.6465 		 299.9 
 1.6565 		 299.907 
 1.6665 		 299.913 
 1.6765 		 299.92 
 1.6865 		 299.926 
 1.6965 		 299.932 
 1.7065 		 299.939 
 1.7165 		 299.945 
 1.7265 		 299.951 
 1.7365 		 299.957 
 1.7465 		 299.963 
 1.7565 		 299.969 
 1.7665 		 299.975 
 1.7765 		 299.98 
 1.7865 		 299.986 
 1.7965 		 299.992 
 1.8065 		 299.997 
 1.8165 		 300.003 
 1.8265 		 300.008 
 1.8365 		 300.014 
 1.8465 		 300.019 
 1.8565 		 300.024 
 1.8665 		 300.029 
 1.8765 		 300.035 
 1.8865 		 300.04 
 1.8965 		 300.045 
 1.9065 		 300.05 
 1.9165 		 300.055 
 1.9265 		 300.06 
 1.9365 		 300.065 
 1.9465 		 300.069 
 1.9565 		 300.074 
 1.9665 		 300.079 
 1.9765 		 300.083 
 1.9865 		 300.088 
 1.9965 		 300.093 
 2.0065 		 300.097 
 2.0165 		 300.102 
 2.0265 		 300.106 
 2.0365 		 300.11 
 2.0465 		 300.115 
 2.0565 		 300.119 
 2.0665 		 300.123 
 2.0765 		 300.128 
 2.0865 		 300.132 
 2.0965 		 300.136 
 2.1065 		 300.14 
 2.1165 		 300.144 
 2.1265 		 300.148 
 2.1365 		 300.152 
 2.1465 		 300.156 
 2.1565 		 300.16 
 2.1665 		 300.164 
 2.1765 		 300.168 
 2.1865 		 300.171 
 2.1965 		 300.175 
 2.2065 		 300.179 
 2.2165 		 300.183 
 2.2265 		 300.186 
 2.2365 		 300.19 
 2.2465 		 300.193 
 2.2565 		 300.197 
 2.2665 		 300.201 
 2.2765 		 300.204 
 2.2865 		 300.208 
 2.2965 		 300.211 
 2.3065 		 300.214 
 2.3165 		 300.218 
 2.3265 		 300.221 
 2.3365 		 300.224 
 2.3465 		 300.228 
 2.3565 		 300.231 
 2.3665 		 300.234 
 2.3765 		 300.238 
 2.3865 		 300.241 
 2.3965 		 300.244 
 2.4065 		 300.247 
 2.4165 		 300.25 
 2.4265 		 300.253 
 2.4365 		 300.256 
 2.4465 		 300.259 
 2.4565 		 300.262 
 2.4665 		 300.265 
 2.4765 		 300.268 
 2.4865 		 300.271 
 2.4965 		 300.274 
 2.5065 		 300.277 
 2.5165 		 300.28 
 2.5265 		 300.283 
 2.5365 		 300.286 
 2.5465 		 300.288 
 2.5565 		 300.291 
 2.5665 		 300.294 
 2.5765 		 300.297 
 2.5865 		 300.299 
 2.5965 		 300.302 
 2.6065 		 300.305 
 2.6165 		 300.307 
 2.6265 		 300.31 
 2.6365 		 300.313 
 2.6465 		 300.315 
 2.6565 		 300.318 
 2.6665 		 300.32 
 2.6765 		 300.323 
 2.6865 		 300.325 
 2.6965 		 300.328 
 2.7065 		 300.33 
 2.7165 		 300.333 
 2.7265 		 300.335 
 2.7365 		 300.338 
 2.7465 		 300.34 
 2.7565 		 300.342 
 2.7665 		 300.345 
 2.7765 		 300.347 
 2.7865 		 300.35 
 2.7965 		 300.352 
 2.8065 		 300.354 
 2.8165 		 300.356 
 2.8265 		 300.359 
 2.8365 		 300.361 
 2.8465 		 300.363 
 2.8565 		 300.365 
 2.8665 		 300.368 
 2.8765 		 300.37 
 2.8865 		 300.372 
 2.8965 		 300.374 
 2.9065 		 300.376 
 2.9165 		 300.379 
 2.9265 		 300.381 
 2.9365 		 300.383 
 2.9465 		 300.385 
 2.9565 		 300.387 
 2.9665 		 300.389 
 2.9765 		 300.391 
 2.9865 		 300.393 
 2.9965 		 300.395 
 3.0065 		 300.397 
 3.0165 		 300.399 
 3.0265 		 300.401 
 3.0365 		 300.403 
 3.0465 		 300.405 
 3.0565 		 300.407 
 3.0665 		 300.409 
 3.0765 		 300.411 
 3.0865 		 300.413 
 3.0965 		 300.415 
 3.1065 		 300.416 
 3.1165 		 300.418 
 3.1265 		 300.42 
 3.1365 		 300.422 
 3.1465 		 300.424 
 3.1565 		 300.426 
 3.1665 		 300.427 
 3.1765 		 300.429 
 3.1865 		 300.431 
 3.1965 		 300.433 
 3.2065 		 300.435 
 3.2165 		 300.436 
 3.2265 		 300.438 
 3.2365 		 300.44 
 3.2465 		 300.442 
 3.2565 		 300.443 
 3.2665 		 300.445 
 3.2765 		 300.447 
 3.2865 		 300.448 
 3.2965 		 300.45 
 3.3065 		 300.452 
 3.3165 		 300.453 
 3.3265 		 300.455 
 3.3365 		 300.457 
 3.3465 		 300.458 
 3.3565 		 300.46 
 3.3665 		 300.461 
 3.3765 		 300.463 
 3.3865 		 300.465 
 3.3965 		 300.466 
 3.4065 		 300.468 
 3.4165 		 300.469 
 3.4265 		 300.471 
 3.4365 		 300.472 
 3.4465 		 300.474 
 3.4565 		 300.475 
 3.4665 		 300.477 
 3.4765 		 300.478 
 3.4865 		 300.48 
 3.4965 		 300.481 
 3.5065 		 300.483 
 3.5165 		 300.484 
 3.5265 		 300.486 
 3.5365 		 300.487 
 3.5465 		 300.489 
 3.5565 		 300.49 
 3.5665 		 300.492 
 3.5765 		 300.493 
 3.5865 		 300.494 
 3.5965 		 300.496 
 3.6065 		 300.497 
 3.6165 		 300.499 
 3.6265 		 300.5 
 3.6365 		 300.501 
 3.6465 		 300.503 
 3.6565 		 300.504 
 3.6665 		 300.505 
 3.6765 		 300.507 
 3.6865 		 300.508 
 3.6965 		 300.509 
 3.7065 		 300.511 
 3.7165 		 300.512 
 3.7265 		 300.513 
 3.7365 		 300.515 
 3.7465 		 300.516 
 3.7565 		 300.517 
 3.7665 		 300.519 
 3.7765 		 300.52 
 3.7865 		 300.521 
 3.7965 		 300.522 
 3.8065 		 300.524 
 3.8165 		 300.525 
 3.8265 		 300.526 
 3.8365 		 300.527 
 3.8465 		 300.529 
 3.8565 		 300.53 
 3.8665 		 300.531 
 3.8765 		 300.532 
 3.8865 		 300.533 
 3.8965 		 300.535 
 3.9065 		 300.536 
 3.9165 		 300.537 
 3.9265 		 300.538 
 3.9365 		 300.539 
 3.9465 		 300.54 
 3.9565 		 300.542 
 3.9665 		 300.543 
 3.9765 		 300.544 
 3.9865 		 300.545 
 3.9965 		 300.546 
 4.0065 		 300.547 
 4.0165 		 300.548 
 4.0265 		 300.55 
 4.0365 		 300.551 
 4.0465 		 300.552 
 4.0565 		 300.553 
 4.0665 		 300.554 
 4.0765 		 300.555 
 4.0865 		 300.556 
 4.0965 		 300.557 
 4.1065 		 300.558 
 4.1165 		 300.559 
 4.1265 		 300.56 
 4.1365 		 300.562 
 4.1465 		 300.563 
 4.1565 		 300.564 
 4.1665 		 300.565 
 4.1765 		 300.566 
 4.1865 		 300.567 
 4.1965 		 300.568 
 4.2065 		 300.569 
 4.2165 		 300.57 
 4.2265 		 300.571 
 4.2365 		 300.572 
 4.2465 		 300.573 
 4.2565 		 300.574 
 4.2665 		 300.575 
 4.2765 		 300.576 
 4.2865 		 300.577 
 4.2965 		 300.578 
 4.3065 		 300.579 
 4.3165 		 300.58 
 4.3265 		 300.581 
 4.3365 		 300.582 
 4.3465 		 300.583 
 4.3565 		 300.584 
 4.36651 		 300.585 
 4.37651 		 300.586 
 4.38651 		 300.586 
 4.39651 		 300.587 
 4.40651 		 300.588 
 4.41651 		 300.589 
 4.42651 		 300.59 
 4.43651 		 300.591 
 4.44651 		 300.592 
 4.45651 		 300.593 
 4.46651 		 300.594 
 4.47651 		 300.595 
 4.48651 		 300.596 
 4.49651 		 300.597 
 4.50651 		 300.597 
 4.51651 		 300.598 
 4.52651 		 300.599 
 4.53651 		 300.6 
 4.54651 		 300.601 
 4.55651 		 300.602 
 4.56651 		 300.603 
 4.57651 		 300.604 
 4.58651 		 300.604 
 4.59651 		 300.605 
 4.60651 		 300.606 
 4.61651 		 300.607 
 4.62651 		 300.608 
 4.63651 		 300.609 
 4.64651 		 300.61 
 4.65651 		 300.61 
 4.66651 		 300.611 
 4.67651 		 300.612 
 4.68651 		 300.613 
 4.69651 		 300.614 
 4.70651 		 300.615 
 4.71651 		 300.615 
 4.72651 		 300.616 
 4.73651 		 300.617 
 4.74651 		 300.618 
 4.75651 		 300.619 
 4.76651 		 300.619 
 4.77651 		 300.62 
 4.78651 		 300.621 
 4.79651 		 300.622 
 4.80652 		 300.622 
 4.81652 		 300.623 
 4.82652 		 300.624 
 4.83652 		 300.625 
 4.84652 		 300.626 
 4.85652 		 300.626 
 4.86652 		 300.627 
 4.87652 		 300.628 
 4.88652 		 300.629 
 4.89652 		 300.629 
 4.90652 		 300.63 
 4.91652 		 300.631 
 4.92652 		 300.632 
 4.93652 		 300.632 
 4.94652 		 300.633 
 4.95652 		 300.634 
 4.96652 		 300.635 
 4.97652 		 300.635 
 4.98652 		 300.636 
 4.99652 		 300.637 
 5.00652 		 300.638 
 5.01652 		 300.638 
 5.02652 		 300.639 
 5.03652 		 300.64 
 5.04652 		 300.64 
 5.05652 		 300.641 
 5.06652 		 300.642 
 5.07652 		 300.643 
 5.08652 		 300.643 
 5.09652 		 300.644 
 5.10652 		 300.645 
 5.11652 		 300.645 
 5.12652 		 300.646 
 5.13652 		 300.647 
 5.14652 		 300.647 
 5.15652 		 300.648 
 5.16652 		 300.649 
 5.17652 		 300.649 
 5.18652 		 300.65 
 5.19652 		 300.651 
 5.20652 		 300.651 
 5.21652 		 300.652 
 5.22652 		 300.653 
 5.23653 		 300.653 
 5.24653 		 300.654 
 5.25653 		 300.655 
 5.26653 		 300.655 
 5.27653 		 300.656 
 5.28653 		 300.657 
 5.29653 		 300.657 
 5.30653 		 300.658 
 5.31653 		 300.659 
 5.32653 		 300.659 
 5.33653 		 300.66 
 5.34653 		 300.661 
 5.35653 		 300.661 
 5.36653 		 300.662 
 5.37653 		 300.662 
 5.38653 		 300.663 
 5.39653 		 300.664 
 5.40653 		 300.664 
 5.41653 		 300.665 
 5.42653 		 300.666 
 5.43653 		 300.666 
 5.44653 		 300.667 
 5.45653 		 300.667 
 5.46653 		 300.668 
 5.47653 		 300.669 
 5.48653 		 300.669 
 5.49653 		 300.67 
 5.50653 		 300.67 
 5.51653 		 300.671 
 5.52653 		 300.672 
 5.53653 		 300.672 
 5.54653 		 300.673 
 5.55653 		 300.673 
 5.56653 		 300.674 
 5.57653 		 300.674 
 5.58653 		 300.675 
 5.59653 		 300.676 
 5.60653 		 300.676 
 5.61653 		 300.677 
 5.62653 		 300.677 
 5.63653 		 300.678 
 5.64653 		 300.679 
 5.65653 		 300.679 
 5.66653 		 300.68 
 5.67654 		 300.68 
 5.68654 		 300.681 
 5.69654 		 300.681 
 5.70654 		 300.682 
 5.71654 		 300.682 
 5.72654 		 300.683 
 5.73654 		 300.684 
 5.74654 		 300.684 
 5.75654 		 300.685 
 5.76654 		 300.685 
 5.77654 		 300.686 
 5.78654 		 300.686 
 5.79654 		 300.687 
 5.80654 		 300.687 
 5.81654 		 300.688 
 5.82654 		 300.688 
 5.83654 		 300.689 
 5.84654 		 300.689 
 5.85654 		 300.69 
 5.86654 		 300.691 
 5.87654 		 300.691 
 5.88654 		 300.692 
 5.89654 		 300.692 
 5.90654 		 300.693 
 5.91654 		 300.693 
 5.92654 		 300.694 
 5.93654 		 300.694 
 5.94654 		 300.695 
 5.95654 		 300.695 
 5.96654 		 300.696 
 5.97654 		 300.696 
 5.98654 		 300.697 
 5.99654 		 300.697 
 6.00654 		 300.698 
 6.01654 		 300.698 
 6.02654 		 300.699 
 6.03654 		 300.699 
 6.04654 		 300.7 
 6.05654 		 300.7 
 6.06654 		 300.701 
 6.07654 		 300.701 
 6.08654 		 300.702 
 6.09654 		 300.702 
 6.10654 		 300.703 
 6.11655 		 300.703 
 6.12655 		 300.704 
 6.13655 		 300.704 
 6.14655 		 300.705 
 6.15655 		 300.705 
 6.16655 		 300.706 
 6.17655 		 300.706 
 6.18655 		 300.706 
 6.19655 		 300.707 
 6.20655 		 300.707 
 6.21655 		 300.708 
 6.22655 		 300.708 
 6.23655 		 300.709 
 6.24655 		 300.709 
 6.25655 		 300.71 
 6.26655 		 300.71 
 6.27655 		 300.711 
 6.28655 		 300.711 
 6.29655 		 300.712 
 6.30655 		 300.712 
 6.31655 		 300.712 
 6.32655 		 300.713 
 6.33655 		 300.713 
 6.34655 		 300.714 
 6.35655 		 300.714 
 6.36655 		 300.715 
 6.37655 		 300.715 
 6.38655 		 300.716 
 6.39655 		 300.716 
 6.40655 		 300.717 
 6.41655 		 300.717 
 6.42655 		 300.717 
 6.43655 		 300.718 
 6.44655 		 300.718 
 6.45655 		 300.719 
 6.46655 		 300.719 
 6.47655 		 300.72 
 6.48655 		 300.72 
 6.49655 		 300.72 
 
